datetime,open,high,low,close,volume
2024-02-06 09:15:00,45959.6,46097.0,45869.0,45910.0,245895
2024-02-06 09:30:00,45910.0,46034.95,45892.0,45994.7,95505
2024-02-06 09:45:00,45993.6,46072.25,45962.4,46020.6,112320
2024-02-06 10:00:00,46022.4,46068.85,45990.0,45994.9,69405
2024-02-06 10:15:00,45999.9,46009.5,45880.0,45884.0,87405
2024-02-06 10:30:00,45882.0,45894.0,45740.0,45831.9,328680
2024-02-06 10:45:00,45845.0,45908.0,45805.0,45899.6,75810
2024-02-06 11:00:00,45899.5,45921.0,45821.85,45862.5,60375
2024-02-06 11:15:00,45864.2,45886.6,45826.0,45833.6,37200
2024-02-06 11:30:00,45833.6,46004.0,45830.0,45958.0,125625
2024-02-06 11:45:00,45958.0,46098.9,45930.0,46096.9,136260
2024-02-06 12:00:00,46100.0,46165.0,46031.6,46078.9,204990
2024-02-06 12:15:00,46070.2,46085.15,45916.0,45918.4,87780
2024-02-06 12:30:00,45917.6,46036.6,45900.2,46022.6,63390
2024-02-06 12:45:00,46015.6,46085.0,45946.4,45955.4,68310
2024-02-06 13:00:00,45950.0,45999.0,45935.0,45993.7,35205
2024-02-06 13:15:00,45993.7,46028.0,45955.1,46013.1,47520
2024-02-06 13:30:00,46013.1,46057.9,45870.0,45989.9,114510
2024-02-06 13:45:00,45990.0,46055.5,45960.0,45971.9,58605
2024-02-06 14:00:00,45971.9,45991.5,45853.4,45920.0,68415
2024-02-06 14:15:00,45920.0,45956.75,45866.75,45900.4,49065
2024-02-06 14:30:00,45907.2,46050.55,45894.85,46020.4,73635
2024-02-06 14:45:00,46026.6,46028.65,45881.2,45927.6,75030
2024-02-06 15:00:00,45934.8,45995.25,45897.6,45923.1,56385
2024-02-06 15:15:00,45929.0,46031.85,45901.0,46029.9,154110
2024-02-07 09:15:00,46201.1,46296.0,46159.0,46209.4,369600
2024-02-07 09:30:00,46201.1,46289.0,46139.75,46185.0,172230
2024-02-07 09:45:00,46189.5,46210.0,46121.45,46181.9,99585
2024-02-07 10:00:00,46181.9,46196.6,46079.15,46147.9,79170
2024-02-07 10:15:00,46147.9,46172.8,46122.0,46140.6,40245
2024-02-07 10:30:00,46140.6,46160.1,46070.3,46110.9,60780
2024-02-07 10:45:00,46109.0,46146.8,46102.65,46111.0,58680
2024-02-07 11:00:00,46111.0,46128.25,46074.0,46127.6,48795
2024-02-07 11:15:00,46121.9,46129.7,46084.3,46097.7,35550
2024-02-07 11:30:00,46097.7,46100.2,45901.0,45959.8,238965
2024-02-07 11:45:00,45954.6,45990.0,45930.5,45956.2,107055
2024-02-07 12:00:00,45956.2,46016.35,45949.0,45969.1,84960
2024-02-07 12:15:00,45967.2,46002.35,45959.0,45993.4,37050
2024-02-07 12:30:00,45993.4,46018.05,45980.3,45995.0,35385
2024-02-07 12:45:00,45995.0,46000.0,45944.1,45986.8,36615
2024-02-07 13:00:00,45986.4,46017.8,45965.2,45990.7,51960
2024-02-07 13:15:00,45990.7,46030.0,45950.0,45965.1,40995
2024-02-07 13:30:00,45965.1,46087.3,45955.75,46051.0,105840
2024-02-07 13:45:00,46045.1,46050.5,45994.8,46044.0,37050
2024-02-07 14:00:00,46045.0,46088.4,46030.0,46060.0,38610
2024-02-07 14:15:00,46057.4,46124.15,46032.3,46075.8,158775
2024-02-07 14:30:00,46080.5,46094.05,46021.25,46065.4,94260
2024-02-07 14:45:00,46069.1,46100.0,46041.1,46044.0,82440
2024-02-07 15:00:00,46043.0,46129.95,46040.0,46123.5,187980
2024-02-07 15:15:00,46125.0,46249.85,46092.25,46230.0,406485
2024-02-08 09:15:00,46276.2,46341.65,46225.0,46340.0,225180
2024-02-08 09:30:00,46335.6,46387.15,46269.65,46300.0,200925
2024-02-08 09:45:00,46301.8,46342.7,46234.1,46300.9,105825
2024-02-08 10:00:00,46296.1,46475.7,46190.0,46291.6,376305
2024-02-08 10:15:00,46285.0,46290.0,46179.0,46238.6,130485
2024-02-08 10:30:00,46238.6,46307.75,46116.25,46131.1,152040
2024-02-08 10:45:00,46120.8,46206.85,45876.7,45879.6,327060
2024-02-08 11:00:00,45881.9,45881.95,45463.2,45637.6,662205
2024-02-08 11:15:00,45640.0,45695.0,45582.6,45662.0,159405
2024-02-08 11:30:00,45662.6,45674.9,45563.2,45609.7,96420
2024-02-08 11:45:00,45605.6,45713.55,45578.6,45653.4,85920
2024-02-08 12:00:00,45656.8,45747.0,45651.4,45691.0,83895
2024-02-08 12:15:00,45691.0,45709.45,45597.05,45608.1,51015
2024-02-08 12:30:00,45604.4,45656.0,45556.15,45650.4,74955
2024-02-08 12:45:00,45650.4,45711.75,45639.6,45697.6,36375
2024-02-08 13:00:00,45698.5,45734.6,45639.9,45683.1,38685
2024-02-08 13:15:00,45682.4,45748.95,45651.5,45727.2,35415
2024-02-08 13:30:00,45729.0,45761.0,45636.4,45689.8,99510
2024-02-08 13:45:00,45689.8,45710.0,45639.45,45682.8,39495
2024-02-08 14:00:00,45682.8,45697.95,45573.8,45598.6,66690
2024-02-08 14:15:00,45598.6,45650.0,45479.0,45540.6,110415
2024-02-08 14:30:00,45538.4,45544.9,45280.0,45369.4,234555
2024-02-08 14:45:00,45370.6,45410.5,45236.0,45286.9,122460
2024-02-08 15:00:00,45280.1,45314.85,45053.2,45185.0,293835
2024-02-08 15:15:00,45195.3,45334.8,45140.25,45278.8,249495
