datetime,open,high,low,close,volume
2023-12-29 09:15:00,48750.0,48805.0,48590.0,48673.9,197775
2023-12-29 09:30:00,48665.1,48692.3,48580.0,48624.2,99450
2023-12-29 09:45:00,48624.2,48685.0,48607.05,48613.1,59430
2023-12-29 10:00:00,48615.2,48648.95,48522.55,48550.0,143610
2023-12-29 10:15:00,48553.9,48610.0,48510.85,48517.6,77340
2023-12-29 10:30:00,48517.6,48592.95,48500.05,48578.3,86340
2023-12-29 10:45:00,48578.3,48598.3,48495.0,48537.0,61815
2023-12-29 11:00:00,48541.5,48563.55,48501.0,48555.0,49800
2023-12-29 11:15:00,48555.0,48640.0,48554.25,48592.9,64335
2023-12-29 11:30:00,48590.6,48620.75,48575.2,48592.9,27135
2023-12-29 11:45:00,48592.9,48689.6,48571.0,48668.1,45675
2023-12-29 12:00:00,48660.1,48679.35,48631.0,48634.1,46680
2023-12-29 12:15:00,48634.1,48675.0,48605.0,48605.0,22770
2023-12-29 12:30:00,48606.9,48606.9,48550.2,48563.4,51945
2023-12-29 12:45:00,48569.9,48608.95,48554.1,48568.6,41190
2023-12-29 13:00:00,48562.0,48619.0,48484.3,48619.0,69240
2023-12-29 13:15:00,48616.1,48637.0,48530.0,48535.8,36780
2023-12-29 13:30:00,48533.5,48550.0,48450.0,48515.6,90585
2023-12-29 13:45:00,48515.6,48539.9,48495.0,48511.9,36465
2023-12-29 14:00:00,48511.9,48552.5,48420.25,48427.0,72570
2023-12-29 14:15:00,48425.2,48480.0,48404.75,48468.8,84735
2023-12-29 14:30:00,48472.1,48592.5,48467.55,48531.9,64230
2023-12-29 14:45:00,48527.4,48684.95,48523.0,48674.7,94545
2023-12-29 15:00:00,48679.3,48759.95,48587.0,48617.3,170235
2023-12-29 15:15:00,48618.7,48639.05,48530.0,48565.8,153690
2024-01-01 09:15:00,48580.0,48625.05,48431.45,48472.4,121260
2024-01-01 09:30:00,48472.4,48531.85,48450.0,48466.4,64110
2024-01-01 09:45:00,48470.0,48641.05,48455.0,48619.6,90150
2024-01-01 10:00:00,48619.6,48634.95,48565.1,48580.0,48495
2024-01-01 10:15:00,48575.3,48594.4,48516.55,48589.2,36435
2024-01-01 10:30:00,48585.0,48691.0,48578.25,48683.6,115575
2024-01-01 10:45:00,48689.1,48697.5,48650.0,48667.4,65550
2024-01-01 11:00:00,48668.6,48725.0,48635.0,48685.0,42255
2024-01-01 11:15:00,48685.0,48686.75,48652.2,48680.8,17850
2024-01-01 11:30:00,48680.8,48695.5,48630.0,48644.6,21975
2024-01-01 11:45:00,48644.6,48678.5,48633.0,48662.7,16440
2024-01-01 12:00:00,48662.7,48715.0,48622.0,48709.6,46995
2024-01-01 12:15:00,48714.8,48720.0,48624.0,48635.2,26250
2024-01-01 12:30:00,48635.2,48675.0,48618.95,48656.4,21330
2024-01-01 12:45:00,48655.9,48689.3,48654.05,48675.8,13725
2024-01-01 13:00:00,48675.8,48700.0,48656.0,48660.0,16125
2024-01-01 13:15:00,48660.0,48679.45,48635.85,48675.0,16440
2024-01-01 13:30:00,48675.0,48712.65,48658.8,48675.0,20430
2024-01-01 13:45:00,48675.0,48701.3,48664.8,48698.0,17895
2024-01-01 14:00:00,48698.0,48740.0,48685.2,48726.4,55935
2024-01-01 14:15:00,48734.0,48850.0,48719.75,48820.0,155220
2024-01-01 14:30:00,48820.0,48869.0,48795.55,48846.4,90030
2024-01-01 14:45:00,48846.4,48849.45,48809.0,48822.9,69825
2024-01-01 15:00:00,48822.9,48832.0,48514.25,48533.6,268725
2024-01-01 15:15:00,48539.0,48566.15,48389.4,48405.1,347160
2024-01-02 09:15:00,48375.0,48489.95,48346.2,48443.0,304260
2024-01-02 09:30:00,48443.0,48482.05,48390.0,48446.6,98130
2024-01-02 09:45:00,48446.6,48475.0,48219.7,48247.7,249300
2024-01-02 10:00:00,48242.1,48297.65,48186.35,48233.1,182175
2024-01-02 10:15:00,48243.0,48258.6,48120.1,48128.8,147885
2024-01-02 10:30:00,48128.8,48178.75,48025.4,48121.2,219000
2024-01-02 10:45:00,48121.2,48188.75,48110.0,48161.0,73920
2024-01-02 11:00:00,48161.0,48168.9,48110.0,48113.5,39300
2024-01-02 11:15:00,48113.5,48188.75,48105.45,48155.6,59955
2024-01-02 11:30:00,48155.6,48213.3,48072.4,48150.3,90405
2024-01-02 11:45:00,48153.9,48162.1,48110.0,48136.7,24825
2024-01-02 12:00:00,48136.7,48158.9,48092.5,48120.3,39585
