datetime,open,high,low,close,volume
2024-02-06 09:15:00,45959.6,46097.0,45922.8,45941.3,98460
2024-02-06 09:20:00,45940.5,45978.8,45869.0,45954.1,97095
2024-02-06 09:25:00,45954.1,45984.85,45901.0,45910.0,50340
2024-02-06 09:30:00,45910.0,45992.2,45892.0,45944.6,41895
2024-02-06 09:35:00,45944.6,46034.95,45920.0,46018.1,36705
2024-02-06 09:40:00,46018.1,46018.15,45965.7,45994.7,16905
2024-02-06 09:45:00,45993.6,46044.55,45971.0,46029.4,44250
2024-02-06 09:50:00,46029.4,46044.85,45982.9,46009.9,32775
2024-02-06 09:55:00,46005.9,46072.25,45962.4,46020.6,35295
2024-02-06 10:00:00,46022.4,46068.15,46008.0,46065.3,30615
2024-02-06 10:05:00,46060.0,46068.85,45996.95,46010.7,24885
2024-02-06 10:10:00,46008.9,46036.85,45990.0,45994.9,13905
2024-02-06 10:15:00,45999.9,46009.5,45950.0,45985.8,25125
2024-02-06 10:20:00,45985.8,46008.05,45961.55,45963.1,11385
2024-02-06 10:25:00,45963.1,45969.9,45880.0,45884.0,50895
2024-02-06 10:30:00,45882.0,45894.0,45740.0,45786.9,225150
2024-02-06 10:35:00,45790.0,45836.95,45761.2,45804.9,63600
2024-02-06 10:40:00,45792.6,45842.0,45780.15,45831.9,39930
2024-02-06 10:45:00,45845.0,45855.9,45805.0,45809.3,27300
2024-02-06 10:50:00,45809.3,45867.0,45809.3,45860.0,18195
2024-02-06 10:55:00,45861.3,45908.0,45830.0,45899.6,30315
2024-02-06 11:00:00,45899.5,45921.0,45852.2,45856.4,28455
2024-02-06 11:05:00,45856.4,45877.4,45824.9,45864.1,16425
2024-02-06 11:10:00,45864.1,45869.9,45821.85,45862.5,15495
2024-02-06 11:15:00,45864.2,45886.6,45847.0,45847.0,12390
2024-02-06 11:20:00,45847.0,45872.35,45834.7,45846.6,12885
2024-02-06 11:25:00,45846.6,45860.0,45826.0,45833.6,11925
2024-02-06 11:30:00,45833.6,45979.9,45830.0,45979.8,49185
2024-02-06 11:35:00,45979.8,46004.0,45953.9,45971.8,57240
2024-02-06 11:40:00,45970.9,45988.95,45958.0,45958.0,19200
2024-02-06 11:45:00,45958.0,45982.0,45933.9,45946.1,40080
2024-02-06 11:50:00,45946.1,45989.0,45930.0,45987.1,13350
2024-02-06 11:55:00,45977.1,46098.9,45970.05,46096.9,82830
2024-02-06 12:00:00,46100.0,46165.0,46064.9,46101.7,128385
2024-02-06 12:05:00,46101.2,46128.9,46031.6,46059.4,55005
2024-02-06 12:10:00,46059.4,46099.05,46049.95,46078.9,21600
2024-02-06 12:15:00,46070.2,46085.15,46025.0,46042.6,19590
2024-02-06 12:20:00,46042.6,46053.5,45957.3,45967.4,29160
2024-02-06 12:25:00,45967.4,45990.8,45916.0,45918.4,39030
2024-02-06 12:30:00,45917.6,45987.95,45900.2,45977.2,31035
2024-02-06 12:35:00,45984.0,46024.7,45970.55,46021.8,19560
2024-02-06 12:40:00,46021.8,46036.6,46003.0,46022.6,12795
2024-02-06 12:45:00,46015.6,46085.0,46001.0,46017.9,30900
2024-02-06 12:50:00,46017.9,46020.2,45966.6,45997.5,17505
2024-02-06 12:55:00,45997.5,46014.3,45946.4,45955.4,19905
2024-02-06 13:00:00,45950.0,45968.35,45935.0,45957.1,15690
2024-02-06 13:05:00,45957.1,45999.0,45945.0,45989.9,11925
2024-02-06 13:10:00,45990.0,45996.2,45965.85,45993.7,7590
2024-02-06 13:15:00,45993.7,46006.85,45970.0,45970.1,9555
2024-02-06 13:20:00,45970.1,46019.6,45955.1,46017.0,20865
2024-02-06 13:25:00,46014.7,46028.0,45986.75,46013.1,17100
2024-02-06 13:30:00,46013.1,46057.9,46008.2,46036.7,21555
2024-02-06 13:35:00,46036.7,46041.95,45870.0,45919.2,75390
2024-02-06 13:40:00,45919.2,45999.3,45919.25,45989.9,17565
2024-02-06 13:45:00,45990.0,45991.85,45960.0,45991.9,11745
2024-02-06 13:50:00,45991.9,46055.5,45970.2,46014.2,34635
2024-02-06 13:55:00,46009.4,46022.0,45966.15,45971.9,12225
2024-02-06 14:00:00,45971.9,45991.5,45945.35,45980.0,9645
2024-02-06 14:05:00,45985.0,45985.0,45923.05,45945.1,14130
2024-02-06 14:10:00,45945.1,45948.05,45853.4,45920.0,44640
2024-02-06 14:15:00,45920.0,45956.75,45896.45,45918.8,17700
2024-02-06 14:20:00,45925.0,45928.95,45866.75,45912.0,18330
2024-02-06 14:25:00,45910.1,45942.95,45888.75,45900.4,13035
2024-02-06 14:30:00,45907.2,45966.4,45894.85,45931.5,12795
2024-02-06 14:35:00,45931.5,46000.95,45920.0,45993.9,22260
2024-02-06 14:40:00,45992.6,46050.55,45977.05,46020.4,38580
2024-02-06 14:45:00,46026.6,46028.65,45897.7,45902.1,32700
2024-02-06 14:50:00,45917.7,45950.0,45885.55,45908.6,24135
2024-02-06 14:55:00,45906.2,45958.1,45881.2,45927.6,18195
2024-02-06 15:00:00,45934.8,45949.9,45897.6,45922.6,11910
2024-02-06 15:05:00,45922.6,45995.25,45904.0,45949.8,23895
2024-02-06 15:10:00,45945.7,45960.0,45901.0,45923.1,20580
2024-02-06 15:15:00,45929.0,45950.0,45901.0,45929.6,27945
2024-02-06 15:20:00,45933.4,46000.0,45925.0,45995.0,46935
2024-02-06 15:25:00,45986.9,46031.85,45980.0,46029.9,79230
2024-02-07 09:15:00,46201.1,46281.75,46159.0,46265.8,170385
2024-02-07 09:20:00,46260.0,46292.65,46215.0,46286.0,118440
2024-02-07 09:25:00,46285.9,46296.0,46171.3,46209.4,80775
2024-02-07 09:30:00,46201.1,46245.0,46193.95,46233.8,61245
2024-02-07 09:35:00,46240.2,46252.75,46216.9,46243.4,38775
2024-02-07 09:40:00,46240.8,46289.0,46139.75,46185.0,72210
2024-02-07 09:45:00,46189.5,46205.0,46156.0,46193.1,31260
2024-02-07 09:50:00,46193.1,46210.0,46121.45,46167.0,43845
2024-02-07 09:55:00,46168.2,46189.95,46150.0,46181.9,24480
2024-02-07 10:00:00,46181.9,46196.6,46103.15,46108.0,27825
2024-02-07 10:05:00,46105.1,46146.95,46079.15,46144.9,37920
2024-02-07 10:10:00,46144.9,46164.9,46125.55,46147.9,13425
2024-02-07 10:15:00,46147.9,46172.8,46124.65,46140.1,12960
2024-02-07 10:20:00,46140.1,46163.3,46122.0,46133.6,15090
2024-02-07 10:25:00,46133.6,46153.6,46128.4,46140.6,12195
2024-02-07 10:30:00,46140.6,46160.1,46111.75,46122.4,18285
2024-02-07 10:35:00,46125.6,46135.0,46096.0,46108.6,14790
2024-02-07 10:40:00,46108.6,46124.65,46070.3,46110.9,27705
2024-02-07 10:45:00,46109.0,46129.95,46104.0,46116.0,17490
2024-02-07 10:50:00,46124.1,46146.8,46106.9,46130.9,31890
2024-02-07 10:55:00,46130.9,46135.25,46102.65,46111.0,9300
2024-02-07 11:00:00,46111.0,46120.95,46099.75,46105.6,15585
2024-02-07 11:05:00,46105.6,46115.6,46074.0,46090.1,20115
2024-02-07 11:10:00,46098.1,46128.25,46088.2,46127.6,13095
2024-02-07 11:15:00,46121.9,46129.7,46103.2,46107.7,6300
2024-02-07 11:20:00,46107.7,46121.0,46100.0,46106.5,9045
2024-02-07 11:25:00,46106.5,46113.95,46084.3,46097.7,20205
2024-02-07 11:30:00,46097.7,46100.2,45962.4,45990.8,108120
2024-02-07 11:35:00,45990.8,46019.4,45901.0,45931.2,71685
2024-02-07 11:40:00,45931.6,45966.0,45910.0,45959.8,59160
2024-02-07 11:45:00,45954.6,45990.0,45944.8,45968.1,62970
2024-02-07 11:50:00,45968.1,45985.7,45955.35,45962.1,18270
2024-02-07 11:55:00,45960.4,45969.7,45930.5,45956.2,25815
2024-02-07 12:00:00,45956.2,46014.0,45949.0,46002.1,25575
2024-02-07 12:05:00,46009.4,46016.35,45980.45,45981.9,37815
2024-02-07 12:10:00,45981.9,46007.0,45961.3,45969.1,21570
2024-02-07 12:15:00,45967.2,46002.35,45959.0,45990.1,12675
2024-02-07 12:20:00,45989.0,46000.3,45965.0,45965.6,9765
2024-02-07 12:25:00,45965.6,45995.0,45962.45,45993.4,14610
2024-02-07 12:30:00,45993.4,46018.05,45980.3,46007.1,17505
2024-02-07 12:35:00,46014.1,46016.65,45982.45,45997.9,11610
2024-02-07 12:40:00,45997.9,46006.1,45983.75,45995.0,6270
2024-02-07 12:45:00,45995.0,46000.0,45953.4,45964.6,9690
2024-02-07 12:50:00,45965.4,45980.0,45944.1,45965.2,17505
2024-02-07 12:55:00,45965.2,45989.85,45951.1,45986.8,9420
2024-02-07 13:00:00,45986.4,45990.0,45965.2,45971.8,26760
2024-02-07 13:05:00,45971.8,46017.8,45968.65,45994.6,14955
2024-02-07 13:10:00,45994.6,46016.7,45990.0,45990.7,10245
2024-02-07 13:15:00,45990.7,46006.3,45984.8,46005.1,9030
2024-02-07 13:20:00,46005.1,46030.0,45997.9,46005.0,19170
2024-02-07 13:25:00,46005.0,46010.0,45950.0,45965.1,12795
2024-02-07 13:30:00,45965.1,46077.7,45955.75,46032.3,49755
2024-02-07 13:35:00,46024.1,46069.0,46023.25,46058.2,19140
2024-02-07 13:40:00,46055.0,46087.3,46040.8,46051.0,36945
2024-02-07 13:45:00,46045.1,46050.5,45994.8,46005.0,23175
2024-02-07 13:50:00,46004.6,46035.0,45996.5,46016.8,8130
